CncAlarmType_PlaceInService,15390,Method
CncAlarmType_Reset,15391,Method
CncAlarmType_AlarmIdentifier,15392,Variable
CncAlarmType_AuxParameters,15393,Variable
CncAlarmType_HelpSource,15394,Variable
CncMessageType,15395,ObjectType
CncMessageType_EventId,15396,Variable
CncMessageType_EventType,15397,Variable
CncMessageType_SourceNode,15398,Variable
CncMessageType_SourceName,15399,Variable
CncMessageType_Time,15400,Variable
CncMessageType_ReceiveTime,15401,Variable
CncMessageType_LocalTime,15402,Variable
CncMessageType_Message,15403,Variable
CncMessageType_Severity,15404,Variable
CncAxisType,15405,ObjectType
CncAxisType_ActLoad,15406,Variable
CncAxisType_ActLoad_Definition,15407,Variable
CncAxisType_ActLoad_ValuePrecision,15408,Variable
CncAxisType_ActLoad_InstrumentRange,15409,Variable
CncAxisType_ActLoad_EURange,15410,Variable
CncAxisType_ActLoad_EngineeringUnits,15411,Variable
CncAxisType_ActPower,15412,Variable
CncAxisType_ActPower_Definition,15413,Variable
CncAxisType_ActPower_ValuePrecision,15414,Variable
CncAxisType_ActPower_InstrumentRange,15415,Variable
CncAxisType_ActPower_EURange,15416,Variable
CncAxisType_ActPower_EngineeringUnits,15417,Variable
CncAxisType_ActTorque,15418,Variable
CncAxisType_ActTorque_Definition,15419,Variable
CncAxisType_ActTorque_ValuePrecision,15420,Variable
CncAxisType_ActTorque_InstrumentRange,15421,Variable
CncAxisType_ActTorque_EURange,15422,Variable
CncAxisType_ActTorque_EngineeringUnits,15423,Variable
CncAxisType_CmdTorque,15424,Variable
CncAxisType_CmdTorque_Definition,15425,Variable
CncAxisType_CmdTorque_ValuePrecision,15426,Variable
CncAxisType_CmdTorque_InstrumentRange,15427,Variable
CncAxisType_CmdTorque_EURange,15428,Variable
CncAxisType_CmdTorque_EngineeringUnits,15429,Variable
CncAxisType_IsInactive,15430,Variable
CncAxisType_IsInactive_Definition,15431,Variable
CncAxisType_IsInactive_ValuePrecision,15432,Variable
CncAxisType_IsVirtual,15433,Variable
CncAxisType_IsVirtual_Definition,15434,Variable
CncAxisType_IsVirtual_ValuePrecision,15435,Variable
CncAxisType_ActStatus,15436,Variable
CncAxisType_ActStatus_Definition,15437,Variable
CncAxisType_ActStatus_ValuePrecision,15438,Variable
CncAxisType_IsReferenced,15439,Variable
CncAxisType_IsReferenced_Definition,15440,Variable
CncAxisType_IsReferenced_ValuePrecision,15441,Variable
CncAxisType_IsRotational,15442,Variable
CncAxisType_IsRotational_Definition,15443,Variable
CncAxisType_IsRotational_ValuePrecision,15444,Variable
CncAxisType_PosDirect,15445,Variable
CncAxisType_PosDirect_EnginneringUnits,15446,Variable
CncAxisType_PosDirect_EURange,15447,Variable
CncAxisType_PosInDirect,15448,Variable
CncAxisType_PosInDirect_EnginneringUnits,15449,Variable
CncAxisType_PosInDirect_EURange,15450,Variable
CncAxisType_ZeroOffset,15451,Variable
CncAxisType_ZeroOffset_Definition,15452,Variable
CncAxisType_ZeroOffset_ValuePrecision,15453,Variable
CncAxisType_ZeroOffset_InstrumentRange,15454,Variable
CncAxisType_ZeroOffset_EURange,15455,Variable
CncAxisType_ZeroOffset_EngineeringUnits,15456,Variable
CncChannelType_ActOperationMode,15457,Variable
CncChannelType_ActOperationMode_Definition,15458,Variable
CncChannelType_ActOperationMode_ValuePrecision,15459,Variable
CncChannelType_Id,15460,Variable
CncChannelType_PodTcpBcsX_EnginneringUnits,15461,Variable
CncChannelType_PodTcpBcsX_EURange,15462,Variable
CncChannelType_PodTcpBcsY_EnginneringUnits,15463,Variable
CncChannelType_PodTcpBcsY_EURange,15464,Variable
CncChannelType_PodTcpWcsX_EnginneringUnits,15465,Variable
CncChannelType_PodTcpWcsX_EURange,15466,Variable
CncChannelType_PodTcpWcsY_EnginneringUnits,15467,Variable
CncChannelType_PodTcpWcsY_EURange,15468,Variable
CncChannelListType_CncChannel_ActOperationMode,15469,Variable
CncChannelListType_CncChannel_ActOperationMode_Definition,15470,Variable
CncChannelListType_CncChannel_ActOperationMode_ValuePrecision,15471,Variable
CncChannelListType_CncChannel_Id,15472,Variable
CncChannelListType_CncChannel_PodTcpBcsX_EnginneringUnits,15473,Variable
CncChannelListType_CncChannel_PodTcpBcsX_EURange,15474,Variable
CncChannelListType_CncChannel_PodTcpBcsY_EnginneringUnits,15475,Variable
CncChannelListType_CncChannel_PodTcpBcsY_EURange,15476,Variable
CncChannelListType_CncChannel_PodTcpWcsX_EnginneringUnits,15477,Variable
CncChannelListType_CncChannel_PodTcpWcsX_EURange,15478,Variable
CncChannelListType_CncChannel_PodTcpWcsY_EnginneringUnits,15479,Variable
CncChannelListType_CncChannel_PodTcpWcsY_EURange,15480,Variable
